char_id,film_id,billing_order,char_name,actor_name,char_gender,char_fate,hero_or_villain,personality_traits,is_protagonist,screen_time_ratio,role_type,performance_type
716,133,1,Charles Xavier / Professor X,James McAvoy,M,alive,hero,wise|calm|strategic,TRUE,0.20,lead,LiveAction
717,133,2,Erik Lehnsherr / Magneto,Michael Fassbender,M,alive,hero|neutral,conflicted|powerful|proud,FALSE,0.18,lead,LiveAction
718,133,3,Wolverine,Hugh Jackman,M,alive,hero|neutral,strong|gruff|determined,FALSE,0.20,lead,LiveAction
719,133,4,Mystique,Jennifer Lawrence,F,alive,hero|neutral,cunning|independent|conflicted,FALSE,0.15,supporting,LiveAction
720,133,5,Trask,Peter Dinklage,M,alive,villain,brilliant|calculating|prejudiced,FALSE,0.12,villain,LiveAction
721,134,1,Alex / Lion,Ben Stiller,M,alive,hero,confident|funny|loyal,TRUE,0.25,lead,Voice
722,134,2,Marty / Zebra,Chris Rock,M,alive,hero|neutral,funny|curious|optimistic,FALSE,0.20,lead,Voice
723,134,3,Melman / Giraffe,David Schwimmer,M,alive,hero|neutral,anxious|caring|loyal,FALSE,0.15,supporting,Voice
724,134,4,Gloria / Hippo,Jada Pinkett Smith,F,alive,hero|neutral,strong|kind|confident,FALSE,0.12,supporting,Voice
725,134,5,Vitaly / Tiger,Bryan Cranston,M,alive,hero|neutral,brave|disciplined|serious,FALSE,0.10,supporting,Voice
726,135,1,Mike Wazowski,Billy Crystal,M,alive,hero,ambitious|determined|funny,TRUE,0.25,lead,Voice
727,135,2,James P. Sullivan (Sulley),John Goodman,M,alive,hero|neutral,strong|friendly|loyal,FALSE,0.20,lead,Voice
728,135,3,Randall Boggs,Steve Buscemi,M,alive,villain,jealous|cunning|competitive,FALSE,0.15,villain,Voice
729,135,4,Dean Hardscrabble,Helen Mirren,F,alive,hero|neutral,strict|wise|intimidating,FALSE,0.10,supporting,Voice
730,136,1,Ne Zha,Lü Yanting,M,alive,hero|neutral,rebel|brave|misunderstood,TRUE,0.25,lead,Voice
731,136,2,Ao Bing,Han Mo,M,alive,hero|neutral,loyal|conflicted|honorable,FALSE,0.18,lead,Voice
732,136,3,Li Jing,Chen Hao,M,alive,hero|neutral,disciplined|strict|protective,FALSE,0.12,supporting,Voice
733,136,4,Shen Gongbao,,M,alive,villain,deceptive|ambitious|manipulative,FALSE,0.15,villain,Voice
734,137,1,Neo,Keanu Reeves,M,alive,hero,brave|determined|enlightened,TRUE,0.25,lead,LiveAction
735,137,2,Trinity,Carrie-Anne Moss,F,alive,hero|neutral,loyal|skilled|courageous,FALSE,0.18,lead,LiveAction
736,137,3,Morpheus,Laurence Fishburne,M,alive,hero|neutral,wise|resilient|faithful,FALSE,0.15,supporting,LiveAction
737,137,4,Agent Smith,Hugo Weaving,M,alive,villain,logical|relentless|ruthless,FALSE,0.18,villain,LiveAction
738,137,5,The Oracle,Gloria Foster,F,alive,hero|neutral,wise|mysterious|calm,FALSE,0.10,supporting,LiveAction
739,138,1,Carl Fredricksen,Ed Asner,M,alive,hero,grumpy|lonely|brave,TRUE,0.25,lead,Voice
740,138,2,Russell,Jordan Nagai,M,alive,hero|neutral,optimistic|curious|kind,FALSE,0.18,lead,Voice
741,138,3,Dug,Bob Peterson,M,alive,hero|neutral,loyal|funny|innocent,FALSE,0.12,supporting,Voice
742,138,4,Charles Muntz,Christopher Plummer,M,dead,villain,obsessive|arrogant|greedy,FALSE,0.18,villain,Voice
743,138,5,Kevin,,F,alive,hero|neutral,protective|wild|curious,FALSE,0.08,supporting,Voice
744,139,1,Mufasa,Aaron Pierre,M,dead,hero,wise|noble|caring,TRUE,0.25,lead,Voice
745,139,2,Scar,Kelvin Harrison Jr.,M,dead,villain,jealous|cunning|power-hungry,FALSE,0.20,villain,Voice
746,139,3,Sarabi,,F,alive,hero|neutral,strong|wise|supportive,FALSE,0.10,supporting,Voice
747,139,4,Young Taka (Young Scar),,M,alive,hero|neutral,curious|ambitious|insecure,FALSE,0.15,supporting,Voice
748,139,5,Rafiki,John Kani,M,alive,hero|neutral,spiritual|wise|eccentric,FALSE,0.08,supporting,Voice
749,140,1,Peter Pevensie,William Moseley,M,alive,hero,brave|responsible|noble,TRUE,0.22,lead,LiveAction
750,140,2,Susan Pevensie,Anna Popplewell,F,alive,hero|neutral,intelligent|cautious|caring,FALSE,0.18,lead,LiveAction
751,140,3,Edmund Pevensie,Skandar Keynes,M,alive,hero|neutral,curious|redeemed|brave,FALSE,0.15,lead,LiveAction
752,140,4,Lucy Pevensie,Georgie Henley,F,alive,hero|neutral,innocent|faithful|kind,FALSE,0.15,lead,LiveAction
753,140,5,White Witch / Jadis,Tilda Swinton,F,dead,villain,cruel|cold|powerful,FALSE,0.18,villain,LiveAction
754,140,6,Aslan,Liam Neeson,M,alive,hero|neutral,wise|selfless|majestic,FALSE,0.12,supporting,Voice
755,141,1,Dominic Toretto,Vin Diesel,M,alive,hero,strong|loyal|protective,TRUE,0.22,lead,LiveAction
756,141,2,Letty Ortiz,Michelle Rodriguez,F,alive,hero|neutral,brave|devoted|independent,FALSE,0.15,lead,LiveAction
757,141,3,Jakob Toretto,John Cena,M,alive,villain|neutral,strategic|conflicted|disciplined,FALSE,0.18,villain,LiveAction
758,141,4,Han Lue,Sung Kang,M,alive,hero|neutral,calm|loyal|wise,FALSE,0.10,supporting,LiveAction
759,141,5,Ramsey,Nathalie Emmanuel,F,alive,hero|neutral,intelligent|sarcastic|tech-savvy,FALSE,0.08,supporting,LiveAction
760,142,1,Paul Atreides,Timothée Chalamet,M,alive,hero,strategic|determined|visionary,TRUE,0.25,lead,LiveAction
761,142,2,Chani,Zendaya,F,alive,hero|neutral,brave|loyal|compassionate,FALSE,0.18,lead,LiveAction
762,142,3,Princess Irulan,Florence Pugh,F,alive,hero|neutral,intelligent|reserved|observant,FALSE,0.12,supporting,LiveAction
763,142,4,Feyd-Rautha Harkonnen,Austin Butler,M,dead,villain,ruthless|ambitious|cruel,FALSE,0.18,villain,LiveAction
764,142,5,Baron Vladimir Harkonnen,Stellan Skarsgård,M,alive,villain,manipulative|greedy|strategic,FALSE,0.12,villain,LiveAction
765,143,1,Steve Rogers / Captain America,Chris Evans,M,alive,hero,brave|honorable|disciplined,TRUE,0.25,lead,LiveAction
766,143,2,Natasha Romanoff / Black Widow,Scarlett Johansson,F,alive,hero|neutral,skilled|sarcastic|loyal,FALSE,0.18,lead,LiveAction
767,143,3,Bucky Barnes / Winter Soldier,Sebastian Stan,M,alive,villain|neutral,conflicted|strong|loyal,FALSE,0.18,villain,LiveAction
768,143,4,Sam Wilson / Falcon,Anthony Mackie,M,alive,hero|neutral,brave|loyal|humorous,FALSE,0.10,supporting,LiveAction
769,143,5,Alexander Pierce,Robert Redford,M,dead,villain,calm|deceptive|ruthless,FALSE,0.12,villain,LiveAction
770,144,1,Dominic Toretto,Vin Diesel,M,alive,hero,strong|protective|leader,TRUE,0.25,lead,LiveAction
771,144,2,Letty Ortiz,Michelle Rodriguez,F,alive,hero|neutral,brave|loyal|devoted,FALSE,0.18,lead,LiveAction
772,144,3,Dante Reyes,Jason Momoa,M,alive,villain,maniacal|vengeful|flamboyant,FALSE,0.18,villain,LiveAction
773,144,4,Jakob Toretto,John Cena,M,dead,hero|neutral,redemptive|strong|sacrificial,FALSE,0.10,supporting,LiveAction
774,144,5,Tess,Brie Larson,F,alive,hero|neutral,intelligent|confident|brave,FALSE,0.08,supporting,LiveAction
775,145,1,Caesar,Andy Serkis,M,alive,hero,wise|just|brave,TRUE,0.25,lead,MotionCapture
776,145,2,Koba,Toby Kebbell,M,dead,villain,bitter|vengeful|aggressive,FALSE,0.18,villain,MotionCapture
777,145,3,Malcolm,Jason Clarke,M,alive,hero|neutral,empathetic|rational|calm,FALSE,0.15,lead,LiveAction
778,145,4,Ellie,Keri Russell,F,alive,hero|neutral,kind|caring|supportive,FALSE,0.10,supporting,LiveAction
779,145,5,Maurice,Karin Konoval,M,alive,hero|neutral,wise|gentle|loyal,FALSE,0.08,supporting,MotionCapture
780,146,1,Peter Parker / Spider-Man,Andrew Garfield,M,alive,hero,brave|emotional|clever,TRUE,0.25,lead,LiveAction
781,146,2,Gwen Stacy,Emma Stone,F,dead,hero|neutral,intelligent|kind|brave,FALSE,0.15,lead,LiveAction
782,146,3,Harry Osborn / Green Goblin,Dane DeHaan,M,alive,villain,arrogant|jealous|unstable,FALSE,0.18,villain,LiveAction
783,146,4,Max Dillon / Electro,Jamie Foxx,M,alive,villain,insecure|vengeful|lonely,FALSE,0.15,villain,LiveAction
784,146,5,Aunt May,Sally Field,F,alive,hero|neutral,caring|wise|strong,FALSE,0.10,supporting,LiveAction
785,147,1,Sam Witwicky,Shia LaBeouf,M,alive,hero,brave|awkward|curious,TRUE,0.25,lead,LiveAction
786,147,2,Mikaela Banes,Megan Fox,F,alive,hero|neutral,resourceful|brave|loyal,FALSE,0.15,supporting,LiveAction
787,147,3,Optimus Prime,Peter Cullen,M,alive,hero|neutral,wise|honorable|strong,FALSE,0.18,supporting,Voice
788,147,4,Megatron,Hugo Weaving,M,alive,villain,domineering|cruel|strategic,FALSE,0.18,villain,Voice
789,147,5,Bumblebee,,M,alive,hero|neutral,loyal|protective|brave,FALSE,0.10,supporting,Voice
790,148,1,Bella Swan,Kristen Stewart,F,alive,hero|neutral,curious|devoted|emotional,TRUE,0.25,lead,LiveAction
791,148,2,Edward Cullen,Robert Pattinson,M,alive,hero|neutral,protective|serious|calm,FALSE,0.20,lead,LiveAction
792,148,3,Jacob Black,Taylor Lautner,M,alive,hero|neutral,brave|loyal|impulsive,FALSE,0.18,lead,LiveAction
793,148,4,Victoria,Bryce Dallas Howard,F,dead,villain,vengeful|cunning|manipulative,FALSE,0.15,villain,LiveAction
794,149,1,Bill Denbrough,Jaeden Martell,M,alive,hero,brave|determined|caring,TRUE,0.20,lead,LiveAction
795,149,2,Beverly Marsh,Sophia Lillis,F,alive,hero|neutral,strong|empathetic|courageous,FALSE,0.15,lead,LiveAction
796,149,3,Richie Tozier,Finn Wolfhard,M,alive,hero|neutral,funny|loyal|fearful,FALSE,0.12,supporting,LiveAction
797,149,4,Ben Hanscom,Jeremy Ray Taylor,M,alive,hero|neutral,intelligent|kind|brave,FALSE,0.10,supporting,LiveAction
798,149,5,Pennywise,Bill Skarsgård,M,alive,villain,evil|sadistic|manipulative,FALSE,0.20,villain,LiveAction
799,150,1,Ethan Hunt,Tom Cruise,M,alive,hero,brave|strategic|disciplined,TRUE,0.25,lead,LiveAction
800,150,2,Benji Dunn,Simon Pegg,M,alive,hero|neutral,witty|loyal|intelligent,FALSE,0.12,supporting,LiveAction
801,150,3,William Brandt,Jeremy Renner,M,alive,hero|neutral,competent|cautious|brave,FALSE,0.12,supporting,LiveAction
802,150,4,Jane Carter,Paula Patton,F,alive,hero|neutral,strong|determined|empathetic,FALSE,0.10,supporting,LiveAction
803,150,5,Kurt Hendricks,Michael Nyqvist,M,dead,villain,cold|calculating|fanatical,FALSE,0.15,villain,LiveAction
804,151,1,Miles Morales,Shameik Moore,M,alive,hero,brave|artistic|empathetic,TRUE,0.25,lead,Voice
805,151,2,Gwen Stacy,Hailee Steinfeld,F,alive,hero|neutral,independent|loyal|conflicted,FALSE,0.20,lead,Voice
806,151,3,Miguel O’Hara / Spider-Man 2099,Oscar Isaac,M,alive,villain|neutral,serious|intense|ruthless,FALSE,0.18,villain,Voice
807,151,4,Peter B. Parker,Jake Johnson,M,alive,hero|neutral,witty|experienced|caring,FALSE,0.12,supporting,Voice
808,151,5,The Spot,Jason Schwartzman,M,alive,villain,insecure|obsessive|vengeful,FALSE,0.15,villain,Voice
809,152,1,Ethan Hunt,Tom Cruise,M,alive,hero,brave|disciplined|strategic,TRUE,0.25,lead,LiveAction
810,152,2,Benji Dunn,Simon Pegg,M,alive,hero|neutral,loyal|witty|intelligent,FALSE,0.12,supporting,LiveAction
811,152,3,William Brandt,Jeremy Renner,M,alive,hero|neutral,serious|loyal|strategic,FALSE,0.12,supporting,LiveAction
812,152,4,Ilsa Faust,Rebecca Ferguson,F,alive,hero|neutral,skilled|brave|mysterious,FALSE,0.15,supporting,LiveAction
813,152,5,Solomon Lane,Sean Harris,M,alive,villain,calm|calculating|ruthless,FALSE,0.18,villain,LiveAction
814,153,1,Bella Swan,Kristen Stewart,F,alive,hero|neutral,curious|emotional|devoted,TRUE,0.25,lead,LiveAction
815,153,2,Edward Cullen,Robert Pattinson,M,alive,hero|neutral,protective|melancholic|loving,FALSE,0.20,lead,LiveAction
816,153,3,Jacob Black,Taylor Lautner,M,alive,hero|neutral,loyal|brave|impulsive,FALSE,0.18,lead,LiveAction
817,153,4,Alice Cullen,Ashley Greene,F,alive,hero|neutral,optimistic|loyal|kind,FALSE,0.10,supporting,LiveAction
818,154,1,Ryan Stone,Sandra Bullock,F,alive,hero,determined|resilient|intelligent,TRUE,0.70,lead,LiveAction
819,154,2,Matt Kowalski,George Clooney,M,dead,hero|neutral,charming|calm|experienced,FALSE,0.20,supporting,LiveAction
820,155,1,Moana,Auli’i Cravalho,F,alive,hero,brave|curious|determined,TRUE,0.30,lead,Voice
821,155,2,Maui,Dwayne Johnson,M,alive,hero|neutral,confident|funny|selfish,FALSE,0.25,lead,Voice
822,155,3,Te Kā / Te Fiti,,F,alive,villain|neutral,angry|powerful|forgiving,FALSE,0.20,villain,Voice
823,155,4,Gramma Tala,Rachel House,F,dead,hero|neutral,wise|spiritual|kind,FALSE,0.10,supporting,Voice
824,156,1,Bella Swan,Kristen Stewart,F,alive,hero|neutral,loving|determined|sensitive,TRUE,0.25,lead,LiveAction
825,156,2,Edward Cullen,Robert Pattinson,M,alive,hero|neutral,protective|thoughtful|calm,FALSE,0.20,lead,LiveAction
826,156,3,Jacob Black,Taylor Lautner,M,alive,hero|neutral,brave|loyal|impulsive,FALSE,0.18,lead,LiveAction
827,156,4,Carlisle Cullen,Peter Facinelli,M,alive,hero|neutral,wise|compassionate|calm,FALSE,0.10,supporting,LiveAction
828,157,1,Forrest Gump,Tom Hanks,M,alive,hero,kind|innocent|persevering,TRUE,0.45,lead,LiveAction
829,157,2,Jenny Curran,Robin Wright,F,dead,hero|neutral,troubled|free-spirited|loving,FALSE,0.20,lead,LiveAction
830,157,3,Mrs. Gump,Sally Field,F,dead,hero|neutral,strong|caring|wise,FALSE,0.15,supporting,LiveAction
831,157,4,Lieutenant Dan, Gary Sinise,M,alive,hero|neutral,angry|resilient|loyal,FALSE,0.15,supporting,LiveAction
832,158,1,Katniss Everdeen,Jennifer Lawrence,F,alive,hero,brave|protective|defiant,TRUE,0.30,lead,LiveAction
833,158,2,Peeta Mellark,Josh Hutcherson,M,alive,hero|neutral,kind|selfless|calm,FALSE,0.20,lead,LiveAction
834,158,3,Gale Hawthorne,Liam Hemsworth,M,alive,hero|neutral,passionate|loyal|impulsive,FALSE,0.15,supporting,LiveAction
835,158,4,President Snow,Donald Sutherland,M,alive,villain,deceptive|manipulative|ruthless,FALSE,0.15,villain,LiveAction
836,159,1,Doctor Stephen Strange,Benedict Cumberbatch,M,alive,hero,intelligent|arrogant|determined,TRUE,0.25,lead,LiveAction
837,159,2,Wong,Benedict Wong,M,alive,hero|neutral,disciplined|wise|loyal,FALSE,0.12,supporting,LiveAction
838,159,3,Christine Palmer,Rachel McAdams,F,alive,hero|neutral,intelligent|caring|strong,FALSE,0.10,supporting,LiveAction
839,159,4,Kaecilius,Mads Mikkelsen,M,dead,villain,fanatical|vengeful|devoted,FALSE,0.18,villain,LiveAction
840,159,5,Ancient One,Tilda Swinton,F,dead,hero|neutral,wise|calm|mysterious,FALSE,0.15,supporting,LiveAction
841,160,1,Malcolm Crowe,Bruce Willis,M,dead,hero|neutral,empathetic|calm|patient,TRUE,0.40,lead,LiveAction
842,160,2,Cole Sear,Haley Joel Osment,M,alive,hero|neutral,fearful|sensitive|honest,FALSE,0.35,lead,LiveAction
843,160,3,Lynn Sear,Toni Collette,F,alive,hero|neutral,loving|worried|supportive,FALSE,0.15,supporting,LiveAction
844,161,1,Clark Kent / Superman,Henry Cavill,M,alive,hero,brave|righteous|determined,TRUE,0.25,lead,LiveAction
845,161,2,Lois Lane,Amy Adams,F,alive,hero|neutral,intelligent|curious|fearless,FALSE,0.18,lead,LiveAction
846,161,3,General Zod,Michael Shannon,M,dead,villain,fanatical|proud|merciless,FALSE,0.18,villain,LiveAction
847,161,4,Martha Kent,Diane Lane,F,alive,hero|neutral,caring|wise|protective,FALSE,0.10,supporting,LiveAction
848,161,5,Jor-El,Russell Crowe,M,dead,hero|neutral,wise|selfless|noble,FALSE,0.10,supporting,LiveAction
849,162,1,Po,Jack Black,M,alive,hero,funny|determined|brave,TRUE,0.25,lead,Voice
850,162,2,Tigress,Angelina Jolie,F,alive,hero|neutral,strong|disciplined|courageous,FALSE,0.15,supporting,Voice
851,162,3,Master Shifu,Dustin Hoffman,M,alive,hero|neutral,wise|strict|patient,FALSE,0.12,supporting,Voice
852,162,4,Lord Shen,Gary Oldman,M,dead,villain,intelligent|ruthless|vengeful,FALSE,0.18,villain,Voice
853,162,5,Mr. Ping,James Hong,M,alive,hero|neutral,kind|supportive|funny,FALSE,0.08,supporting,Voice
854,163,1,Bruce Wayne / Batman,Ben Affleck,M,alive,hero,brooding|strategic|determined,TRUE,0.22,lead,LiveAction
855,163,2,Diana Prince / Wonder Woman,Gal Gadot,F,alive,hero|neutral,strong|wise|compassionate,FALSE,0.18,lead,LiveAction
856,163,3,Clark Kent / Superman,Henry Cavill,M,alive,hero|neutral,brave|hopeful|selfless,FALSE,0.18,lead,LiveAction
857,163,4,Barry Allen / The Flash,Ezra Miller,M,alive,hero|neutral,energetic|naive|loyal,FALSE,0.12,supporting,LiveAction
858,163,5,Steppenwolf,Ciarán Hinds,M,dead,villain,fanatical|ruthless|obedient,FALSE,0.18,villain,MotionCapture
859,164,1,Anakin Skywalker,Hayden Christensen,M,alive,hero|neutral,impulsive|passionate|conflicted,TRUE,0.25,lead,LiveAction
860,164,2,Padmé Amidala,Natalie Portman,F,alive,hero|neutral,compassionate|brave|intelligent,FALSE,0.18,lead,LiveAction
861,164,3,Obi-Wan Kenobi,Ewan McGregor,M,alive,hero|neutral,wise|disciplined|patient,FALSE,0.18,lead,LiveAction
862,164,4,Count Dooku,Christopher Lee,M,alive,villain,arrogant|powerful|ruthless,FALSE,0.15,villain,LiveAction
863,164,5,Yoda,Frank Oz,M,alive,hero|neutral,wise|powerful|calm,FALSE,0.10,supporting,Voice
864,165,1,Newt Scamander,Eddie Redmayne,M,alive,hero,kind|curious|empathetic,TRUE,0.25,lead,LiveAction
865,165,2,Gellert Grindelwald,Johnny Depp,M,alive,villain,charismatic|manipulative|ruthless,FALSE,0.18,villain,LiveAction
866,165,3,Queenie Goldstein,Alison Sudol,F,alive,hero|neutral,loving|conflicted|emotional,FALSE,0.12,supporting,LiveAction
867,165,4,Jacob Kowalski,Dan Fogler,M,alive,hero|neutral,loyal|funny|kind,FALSE,0.12,supporting,LiveAction
868,165,5,Albus Dumbledore,Jude Law,M,alive,hero|neutral,wise|strategic|mysterious,FALSE,0.10,supporting,LiveAction
869,166,1,Captain Jack Sparrow,Johnny Depp,M,alive,hero|neutral,witty|reckless|clever,TRUE,0.25,lead,LiveAction
870,166,2,Will Turner,Orlando Bloom,M,alive,hero|neutral,brave|honest|loyal,FALSE,0.18,lead,LiveAction
871,166,3,Elizabeth Swann,Keira Knightley,F,alive,hero|neutral,independent|bold|caring,FALSE,0.18,lead,LiveAction
872,166,4,Hector Barbossa,Geoffrey Rush,M,dead,villain|neutral,greedy|cunning|brave,FALSE,0.18,villain,LiveAction
873,166,5,Commodore Norrington,Jack Davenport,M,alive,hero|neutral,disciplined|moral|jealous,FALSE,0.10,supporting,LiveAction
874,167,1,Agent J,Will Smith,M,alive,hero,funny|brave|quick-thinking,TRUE,0.25,lead,LiveAction
875,167,2,Agent K,Tommy Lee Jones,M,alive,hero|neutral,serious|wise|loyal,FALSE,0.18,lead,LiveAction
876,167,3,Griffin,Michael Stuhlbarg,M,alive,hero|neutral,mysterious|gentle|optimistic,FALSE,0.10,supporting,LiveAction
877,167,4,Boris the Animal,Jemaine Clement,M,dead,villain,ruthless|violent|vengeful,FALSE,0.18,villain,LiveAction
878,168,1,Mark Watney,Matt Damon,M,alive,hero,intelligent|resilient|humorous,TRUE,0.40,lead,LiveAction
879,168,2,Melissa Lewis,Jessica Chastain,F,alive,hero|neutral,brave|leader|compassionate,FALSE,0.15,supporting,LiveAction
880,168,3,Vincent Kapoor,Chiwetel Ejiofor,M,alive,hero|neutral,strategic|calm|wise,FALSE,0.12,supporting,LiveAction
881,169,1,Manny,Ray Romano,M,alive,hero,calm|responsible|caring,TRUE,0.25,lead,Voice
882,169,2,Diego,Denis Leary,M,alive,hero|neutral,strong|loyal|brave,FALSE,0.18,lead,Voice
883,169,3,Sid,John Leguizamo,M,alive,hero|neutral,funny|clumsy|friendly,FALSE,0.18,lead,Voice
884,169,4,Ellie,Queen Latifah,F,alive,hero|neutral,strong|caring|confident,FALSE,0.15,supporting,Voice
885,170,1,Hiro Hamada,Ryan Potter,M,alive,hero,intelligent|creative|brave,TRUE,0.25,lead,Voice
886,170,2,Baymax,Scott Adsit,M,alive,hero|neutral,kind|helpful|logical,FALSE,0.20,lead,Voice
887,170,3,Tadashi Hamada,Daniel Henney,M,dead,hero|neutral,inventive|selfless|caring,FALSE,0.12,supporting,Voice
888,170,4,Go Go Tomago,Jamie Chung,F,alive,hero|neutral,confident|fast|brave,FALSE,0.10,supporting,Voice
889,170,5,Yokai / Robert Callaghan,James Cromwell,M,alive,villain,intelligent|vengeful|cold,FALSE,0.15,villain,Voice
890,171,1,Katniss Everdeen,Jennifer Lawrence,F,alive,hero,brave|resilient|protective,TRUE,0.25,lead,LiveAction
891,171,2,Peeta Mellark,Josh Hutcherson,M,alive,hero|neutral,kind|loyal|conflicted,FALSE,0.18,lead,LiveAction
892,171,3,Gale Hawthorne,Liam Hemsworth,M,alive,hero|neutral,brave|determined|angry,FALSE,0.15,supporting,LiveAction
893,171,4,President Snow,Donald Sutherland,M,dead,villain,manipulative|ruthless|cold,FALSE,0.15,villain,LiveAction
894,171,5,President Coin,Julianne Moore,F,dead,villain|neutral,ambitious|strategic|calm,FALSE,0.12,villain,LiveAction
895,172,1,Thor,Chris Hemsworth,M,alive,hero,brave|noble|strong,TRUE,0.25,lead,LiveAction
896,172,2,Jane Foster,Natalie Portman,F,alive,hero|neutral,intelligent|caring|curious,FALSE,0.18,lead,LiveAction
897,172,3,Loki,Tom Hiddleston,M,alive,villain|neutral,deceptive|clever|emotional,FALSE,0.18,villain,LiveAction
898,172,4,Malekith,Christopher Eccleston,M,dead,villain,vengeful|cold|ruthless,FALSE,0.15,villain,LiveAction
899,172,5,Heimdall,Idris Elba,M,alive,hero|neutral,loyal|stoic|wise,FALSE,0.10,supporting,LiveAction
900,173,1,Joseph Cooper,Matthew McConaughey,M,alive,hero,intelligent|brave|determined,TRUE,0.30,lead,LiveAction
901,173,2,Amelia Brand,Anne Hathaway,F,alive,hero|neutral,compassionate|resilient|intelligent,FALSE,0.22,lead,LiveAction
902,173,3,Murph,Jessica Chastain,F,alive,hero|neutral,brilliant|emotional|persistent,FALSE,0.18,supporting,LiveAction
903,173,4,Professor Brand,Michael Caine,M,dead,hero|neutral,wise|deceptive|idealistic,FALSE,0.10,supporting,LiveAction
